detector_id,stream_id,node_id,asset_id,direction,lane_use,longitude,latitude,source_begin_utc,source_end_utc,begin,end,interval_seconds,expected_total,source_observation_count,expected_source_observation_count,quality_status,source_system,aggregation_method
hh_2403_Z_4_33751,33751,2403,Z.4,Richtung 1,,9.998112186,53.544216708,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,14,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_4_33751,33751,2403,Z.4,Richtung 1,,9.998112186,53.544216708,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,14,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T14:30:00Z,2026-07-18T14:45:00Z,1800,2700,900,58,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T14:45:00Z,2026-07-18T15:00:00Z,2700,3600,900,63,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T15:00:00Z,2026-07-18T15:15:00Z,3600,4500,900,55,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T15:15:00Z,2026-07-18T15:30:00Z,4500,5400,900,60,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T15:30:00Z,2026-07-18T15:45:00Z,5400,6300,900,50,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T15:45:00Z,2026-07-18T16:00:00Z,6300,7200,900,44,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,68,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_5_26523,26523,2403,Z.5,Richtung 2,,9.998159045,53.544171723,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,85,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T14:30:00Z,2026-07-18T14:45:00Z,1800,2700,900,60,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T14:45:00Z,2026-07-18T15:00:00Z,2700,3600,900,88,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T15:00:00Z,2026-07-18T15:15:00Z,3600,4500,900,58,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T15:15:00Z,2026-07-18T15:30:00Z,4500,5400,900,60,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T15:30:00Z,2026-07-18T15:45:00Z,5400,6300,900,60,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T15:45:00Z,2026-07-18T16:00:00Z,6300,7200,900,82,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,71,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_6_34490,34490,2403,Z.6,Richtung 2,,9.998177434,53.544147191,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,69,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T14:30:00Z,2026-07-18T14:45:00Z,1800,2700,900,38,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T14:45:00Z,2026-07-18T15:00:00Z,2700,3600,900,40,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T15:00:00Z,2026-07-18T15:15:00Z,3600,4500,900,46,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T15:15:00Z,2026-07-18T15:30:00Z,4500,5400,900,41,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T15:30:00Z,2026-07-18T15:45:00Z,5400,6300,900,44,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T15:45:00Z,2026-07-18T16:00:00Z,6300,7200,900,40,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,39,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_7_27722,27722,2403,Z.7,Richtung 2,,9.997989383,53.543914772,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,29,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T14:30:00Z,2026-07-18T14:45:00Z,1800,2700,900,20,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T14:45:00Z,2026-07-18T15:00:00Z,2700,3600,900,14,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T15:00:00Z,2026-07-18T15:15:00Z,3600,4500,900,27,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T15:15:00Z,2026-07-18T15:30:00Z,4500,5400,900,24,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T15:30:00Z,2026-07-18T15:45:00Z,5400,6300,900,31,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T15:45:00Z,2026-07-18T16:00:00Z,6300,7200,900,25,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,26,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_8_30318,30318,2403,Z.8,Richtung 2,,9.997393370,53.543987705,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,26,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T14:30:00Z,2026-07-18T14:45:00Z,1800,2700,900,82,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T14:45:00Z,2026-07-18T15:00:00Z,2700,3600,900,77,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T15:00:00Z,2026-07-18T15:15:00Z,3600,4500,900,80,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T15:15:00Z,2026-07-18T15:30:00Z,4500,5400,900,80,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T15:30:00Z,2026-07-18T15:45:00Z,5400,6300,900,79,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T15:45:00Z,2026-07-18T16:00:00Z,6300,7200,900,71,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T16:00:00Z,2026-07-18T16:15:00Z,7200,8100,900,74,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
hh_2403_Z_9_28466,28466,2403,Z.9,Richtung 1,,9.997649600,53.544313482,2026-07-18T16:15:00Z,2026-07-18T16:30:00Z,8100,9000,900,64,3,3,complete,hamburg_official_infrared_count_fields,sum_complete_5_minute_source_bins
